Customer_ID,Business_Type,Customer_Segment,Industry,State,City,Registration_Date,Registration_Month,Business_Age,Number_of_Employees,Monthly_Revenue_Capped,Risk_Score,Churn_Status,Acquisition_Channel,Is_Moniebook_User,First_Moniebook_Usage_Date,Days_To_Adopt_Moniebook,Moniebook_Usage_Events,Moniebook_Sessions,Total_Transaction_Records,Successful_Transactions,Failed_Transactions,Total_Transaction_Value,Total_Fees,Total_Profit,Products_With_Transactions,Avg_Transaction_Value,Engagement_Days,Total_Logins,Push_Notifications_Opened,Email_Clicks,Support_Tickets,Avg_Satisfaction_Score,Latest_CLV,Latest_Total_Revenue,Latest_Total_Transactions,Latest_Products_Used,Latest_Days_Since_Last_Login
CUST001443,"Agent Network",Small,Retail,Delta,Sapele,"2025-08-17 00:00:00",2025-08-01,1.30,17,1819017.00,24.30,Churned,"Agent Network",0,NULL,NULL,0,0,9,9,0,502108.25,3012.64,1531.92,1,55789.81,5,20,5,2,0,6.54,2160.01,1531.92,9,1,10
CUST001444,"Sole Proprietorship",Micro,Agriculture,Edo,"Benin City","2024-05-11 00:00:00",2024-05-01,4.50,4,454940.00,53.50,Active,"Field Sales",1,"2025-08-17 00:00:00",463,7,46,66,59,7,1407500.75,8486.45,4708.05,3,23073.78,20,58,10,14,2,6.61,NULL,4860.25,59,3,23
CUST001445,"Sole Proprietorship",Micro,FMCG,Lagos,Mushin,"2025-11-13 00:00:00",2025-11-01,8.00,3,305623.00,71.50,Active,"Social Media",0,NULL,NULL,0,0,10,10,0,89033.39,607.44,372.25,1,8903.34,2,1,0,1,0,5.25,524.87,372.25,10,1,27
CUST001446,"Agent Network",Micro,Pharmacy,Borno,Biu,"2025-06-23 00:00:00",2025-06-01,3.80,5,448544.00,72.50,Active,"Partner Bank",0,NULL,NULL,0,0,6,6,0,88132.31,492.50,272.18,1,14688.72,7,11,1,5,1,6.10,383.77,272.18,6,1,15
CUST001447,"Registered Business Name",Micro,Retail,FCT,Abuja,"2024-01-11 00:00:00",2024-01-01,4.30,1,563132.00,71.40,Active,"Field Sales",1,"2025-06-25 00:00:00",531,6,46,36,32,4,1025986.68,5419.24,2970.75,2,30176.08,24,78,15,32,3,6.28,6296.50,2970.75,32,2,52
CUST001448,"Limited Liability Company",Micro,"Food & Restaurant",Lagos,Lekki,"2025-04-02 00:00:00",2025-04-01,4.10,NULL,1334977.00,49.40,Active,"Agent Network",0,NULL,NULL,0,0,34,31,3,1958542.85,9978.51,5227.63,3,59349.78,9,26,5,6,1,6.83,9207.42,5322.21,31,3,28
CUST001449,"Sole Proprietorship",Micro,Wholesale,Lagos,Mushin,"2024-06-23 00:00:00",2024-06-01,2.60,5,376352.00,41.20,Active,"Field Sales",1,"2025-02-24 00:00:00",246,19,157,59,53,6,818624.42,3768.68,2067.78,3,14361.83,19,76,16,19,1,7.09,4829.30,2067.78,53,3,18
CUST001450,"Sole Proprietorship",Micro,Retail,Ogun,"Sango Ota","2025-04-06 00:00:00",2025-04-01,5.60,2,963802.00,56.10,Active,"Field Sales",0,NULL,NULL,0,0,45,35,10,2074679.60,12341.01,6307.27,3,47151.81,9,25,6,9,0,6.91,10923.06,6313.91,35,3,13
CUST001451,Partnership,Micro,Pharmacy,Enugu,Udi,"2025-11-27 00:00:00",2025-11-01,6.70,3,424170.00,52.50,Active,"Partner Bank",0,NULL,NULL,0,0,1,1,0,6766.10,54.13,26.69,1,6766.10,2,9,3,2,0,6.50,37.63,26.69,1,1,7
CUST001452,"Registered Business Name",Micro,Electronics,Lagos,Lekki,"2025-06-03 00:00:00",2025-06-01,11.30,3,461777.00,98.00,Active,Website,0,NULL,NULL,0,0,14,12,2,175301.05,640.31,328.33,2,13484.70,7,24,4,5,1,6.40,515.48,328.33,12,2,20
CUST001453,"Sole Proprietorship",Micro,Agriculture,Kwara,Offa,"2025-08-26 00:00:00",2025-08-01,2.80,1,346275.00,53.00,Inactive,"Partner Bank",0,NULL,NULL,0,0,5,5,0,32898.68,185.95,95.31,1,6579.74,5,6,1,4,0,7.16,134.39,95.31,5,1,22
CUST001454,"Sole Proprietorship",Micro,Fashion,Oyo,Ibadan,"2025-02-20 00:00:00",2025-02-01,5.80,3,303023.00,59.50,Active,"Trade Fair",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,11,25,4,6,1,6.18,0.00,0.00,0,0,13
CUST001455,"Registered Business Name",Micro,Electronics,Kano,Fagge,"2024-07-13 00:00:00",2024-07-01,6.20,4,801657.00,50.30,Churned,"Agent Network",0,NULL,NULL,0,0,60,55,5,3111252.33,54489.64,26676.17,4,54583.37,12,29,3,15,0,7.29,50491.03,26714.83,55,4,8
CUST001456,"Sole Proprietorship",Enterprise,Electronics,Rivers,Obio-Akpor,"2025-09-07 00:00:00",2025-09-01,8.40,285,11489794.00,8.30,Active,"Field Sales",1,"2025-10-25 00:00:00",48,6,37,96,89,7,34057435.83,178405.32,99606.41,4,362313.15,4,91,30,7,1,7.50,254145.76,99606.41,89,4,29
CUST001457,"Registered Business Name",Medium,"Fuel Station",Rivers,Bonny,"2025-10-14 00:00:00",2025-10-01,12.70,41,7175266.00,19.60,Active,"Partner Bank",0,NULL,NULL,0,0,11,9,2,2594084.06,13649.55,7387.54,2,235825.82,3,20,4,3,0,6.17,11598.44,7387.54,9,2,26
CUST001458,"Registered Business Name",Medium,Retail,Rivers,"Port Harcourt","2024-12-23 00:00:00",2024-12-01,10.10,26,5496124.00,5.00,Inactive,"Field Sales",0,NULL,NULL,0,0,39,36,3,11822541.98,46075.37,25804.14,2,303142.10,13,93,26,15,1,6.68,42213.36,26887.49,36,2,23
CUST001459,"Registered Business Name",Micro,"Fuel Station",Kano,Dala,"2024-03-27 00:00:00",2024-03-01,7.90,2,3428888.00,66.50,Inactive,"Social Media",0,NULL,NULL,0,0,38,33,5,6777582.66,59105.91,26406.72,1,199340.67,22,53,8,14,2,6.37,38271.69,27143.04,33,1,72
CUST001460,"Sole Proprietorship",Micro,Retail,Ogun,"Ijebu Ode","2025-11-13 00:00:00",2025-11-01,3.90,4,220581.00,36.60,Active,"Partner Bank",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,1,0,0,0,6.30,0.00,0.00,0,0,10
CUST001461,"Limited Liability Company",Small,"Food & Restaurant","Akwa Ibom",Uyo,"2024-12-28 00:00:00",2024-12-01,10.90,6,1370390.00,32.00,Inactive,"Field Sales",1,"2025-06-03 00:00:00",157,8,56,51,49,2,8554505.70,114838.49,54252.90,4,174581.75,13,72,22,14,2,7.24,152033.47,NULL,49,4,8
CUST001462,"Sole Proprietorship",Small,Retail,Lagos,Alaba,"2024-11-06 00:00:00",2024-11-01,7.60,15,1175759.00,34.00,Active,,1,"2024-12-02 00:00:00",26,20,153,113,104,9,5670143.97,29759.38,15502.64,4,50626.29,14,122,37,21,2,7.49,41449.88,16245.30,104,4,9
CUST001463,"Agent Network",Micro,Electronics,Kano,Wudil,"2025-10-03 00:00:00",2025-10-01,4.10,4,554912.00,51.20,Active,Referral,1,"2025-11-13 00:00:00",41,5,25,28,26,2,846273.07,3356.31,1698.48,4,31343.45,3,7,1,4,0,6.40,4333.67,1698.48,26,4,17
CUST001464,"Registered Business Name",Small,Wholesale,Lagos,Ikeja,"2025-06-20 00:00:00",2025-06-01,9.90,17,1176629.00,60.50,Active,"Partner Bank",0,NULL,NULL,0,0,39,35,4,1902218.44,10918.35,5683.06,5,50058.38,7,42,10,10,0,6.29,11650.27,5683.06,35,5,5
CUST001465,"Sole Proprietorship",Medium,Fashion,Oyo,Iseyin,"2025-05-22 00:00:00",2025-05-01,7.90,61,4251054.00,43.60,Inactive,"Social Media",0,NULL,NULL,0,0,43,41,2,7989037.22,41870.99,22173.25,3,194854.57,8,56,15,10,0,6.86,39076.93,22587.82,41,3,29
CUST001466,"Sole Proprietorship",Medium,Fashion,Ogun,Abeokuta,"2025-11-26 00:00:00",2025-11-01,3.00,32,6584586.00,38.20,Active,Referral,0,NULL,NULL,0,0,15,13,2,5423262.03,35825.26,19801.90,2,361550.80,2,13,3,5,0,6.50,31088.98,19801.90,13,2,29
CUST001467,"Limited Liability Company",Medium,Fashion,Kwara,Offa,"2025-05-15 00:00:00",2025-05-01,7.20,38,4894807.00,24.80,Active,"Field Sales",1,"2025-08-18 00:00:00",95,8,66,71,62,9,28746234.23,264251.07,115518.35,4,422738.74,8,112,37,10,0,7.61,459253.42,179993.50,62,4,12
CUST001468,"Registered Business Name",Medium,Pharmacy,Lagos,Surulere,"2025-03-16 00:00:00",2025-03-01,9.00,37,4806099.00,50.10,Active,Website,1,"2025-10-21 00:00:00",219,6,42,111,97,14,21453275.88,113611.33,58486.39,5,198641.44,10,118,33,8,0,6.93,169280.78,61167.40,97,5,3
CUST001469,"Limited Liability Company",Small,Wholesale,Enugu,Nsukka,"2024-06-26 00:00:00",2024-06-01,5.10,19,1639153.00,62.00,Inactive,"Agent Network",1,"2025-02-15 00:00:00",234,10,62,157,144,13,33785767.94,344921.15,206398.80,6,226750.12,19,156,49,16,1,7.10,657744.53,220460.71,144,6,33
CUST001470,"Sole Proprietorship",Small,Wholesale,Abia,Umuahia,"2024-12-18 00:00:00",2024-12-01,6.90,7,3396881.00,61.30,Inactive,Website,0,NULL,NULL,0,0,32,32,0,4603078.97,29470.03,14519.97,2,143846.22,13,48,10,18,1,6.58,22796.35,14519.97,32,2,8
CUST001471,"Limited Liability Company",Micro,FMCG,Lagos,Ikeja,"2025-12-09 00:00:00",2025-12-01,1.80,2,542779.00,67.80,Active,Referral,0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,2,0,0,0,5.70,0.00,0.00,0,0,24
CUST001472,"Sole Proprietorship",Medium,Agriculture,Abia,Umuahia,"2025-01-29 00:00:00",2025-01-01,6.60,55,5920348.00,60.50,Active,"Field Sales",1,"2025-04-30 00:00:00",91,16,105,105,98,7,24285366.36,144506.22,74218.15,3,238091.83,12,127,37,18,0,7.05,175298.08,75058.05,98,3,17
CUST001473,"Registered Business Name",Small,Retail,Lagos,Yaba,"2024-07-30 00:00:00",2024-07-01,3.00,19,921257.00,55.20,Active,"Field Sales",0,NULL,NULL,0,0,83,74,9,2696963.83,14716.81,7469.85,3,34576.46,18,81,22,10,2,5.96,12922.84,7469.85,74,3,21
CUST001474,"Limited Liability Company",Medium,Wholesale,Lagos,Ajah,"2024-07-17 00:00:00",2024-07-01,5.80,25,4092080.00,70.20,Active,Referral,1,"2025-07-18 00:00:00",366,9,77,111,104,7,21708416.02,91840.29,50228.73,4,202882.39,18,212,56,19,0,6.60,130243.13,51045.71,104,4,29
CUST001475,"Sole Proprietorship",Micro,Retail,Abia,Umuahia,"2025-07-19 00:00:00",2025-07-01,10.00,5,370674.00,65.00,Active,"Field Sales",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,6,8,0,8,0,6.70,0.00,0.00,0,0,3
CUST001476,"Sole Proprietorship",Medium,Retail,Kano,Fagge,"2025-10-19 00:00:00",2025-10-01,5.90,43,6460222.00,41.40,Active,"Social Media",1,"2025-12-08 00:00:00",50,1,9,22,22,0,4060685.93,31030.31,15235.86,4,203034.30,3,42,13,3,0,6.87,38874.30,15235.86,22,4,19
CUST001477,"Registered Business Name",Medium,FMCG,Delta,Ughelli,"2024-06-30 00:00:00",2024-06-01,5.20,46,9642125.00,31.90,Active,,1,"2025-05-08 00:00:00",312,11,53,115,105,10,78100147.14,627959.26,315261.61,4,697322.74,19,255,74,23,1,7.65,1233746.17,623764.28,105,4,NULL
CUST001478,"Registered Business Name",Micro,Pharmacy,Anambra,Onitsha,"2025-07-17 00:00:00",2025-07-01,7.10,NULL,412705.00,79.20,Active,Referral,1,"2025-11-19 00:00:00",125,2,17,10,9,1,142774.48,541.45,229.03,2,14277.45,6,10,0,4,1,6.47,590.41,278.56,9,2,21
CUST001479,"Registered Business Name",Small,"Food & Restaurant",FCT,Wuse,"2025-01-03 00:00:00",2025-01-01,5.70,16,2448398.00,77.50,Inactive,"Partner Bank",0,NULL,NULL,0,0,8,8,0,1074670.59,6793.35,3417.32,1,153524.37,12,57,9,10,1,5.78,4818.42,3417.32,8,1,20
CUST001480,"Agent Network",Micro,Pharmacy,Delta,Sapele,"2025-11-20 00:00:00",2025-11-01,1.50,4,499085.00,58.50,Churned,"Field Sales",0,NULL,NULL,0,0,3,2,1,61322.60,346.07,187.74,2,20440.87,2,5,1,0,0,6.75,294.75,187.74,2,2,5
CUST001481,"Sole Proprietorship",Micro,Fashion,Lagos,Mushin,"2024-10-09 00:00:00",2024-10-01,2.80,2,677225.00,45.60,Active,"Trade Fair",0,NULL,NULL,0,0,32,31,1,920530.48,3475.81,1964.25,2,28766.58,15,41,8,15,2,6.00,3083.87,1964.25,31,2,23
CUST001482,"Sole Proprietorship",Micro,Agriculture,Kano,Dala,"2024-01-30 00:00:00",2024-01-01,3.90,5,647271.00,93.60,Inactive,"Trade Fair",0,NULL,NULL,0,0,64,57,7,1883886.06,12263.40,6716.75,2,30385.26,24,49,10,18,2,6.25,10572.24,6733.91,57,2,102
CUST001483,"Sole Proprietorship",Small,Agriculture,Benue,Gboko,"2025-05-05 00:00:00",2025-05-01,0.70,7,885170.00,53.80,Active,Website,0,NULL,NULL,0,0,70,69,1,5154948.03,54996.98,28476.64,4,75808.06,8,41,6,10,1,5.97,54133.87,28642.26,69,4,6
CUST001484,"Limited Liability Company",Medium,Logistics,Anambra,Nnewi,"2024-06-16 00:00:00",2024-06-01,17.30,46,10717711.00,54.30,Active,"Social Media",1,"2025-09-02 00:00:00",443,5,41,212,196,16,122213269.32,802766.42,420478.47,6,599084.65,19,203,59,18,1,7.46,1233746.17,785020.09,196,6,18
CUST001485,"Registered Business Name",Medium,"Fuel Station",Rivers,"Port Harcourt","2025-11-19 00:00:00",2025-11-01,15.90,80,4843292.00,42.00,Inactive,Website,0,NULL,NULL,0,0,8,6,2,1364369.69,4159.75,2336.74,2,170546.21,2,8,2,0,1,5.20,3668.68,2336.74,6,2,16
CUST001486,"Limited Liability Company",Enterprise,Retail,FCT,Abuja,"2025-04-17 00:00:00",2025-04-01,NULL,95,19044629.00,67.40,Inactive,Referral,1,"2025-06-20 00:00:00",64,4,21,55,48,7,45142476.10,153108.31,83526.92,3,835971.78,9,117,22,17,0,6.82,203455.10,87114.15,48,3,28
CUST001487,"Sole Proprietorship",Micro,Agriculture,Kaduna,Kafanchan,"2024-11-20 00:00:00",2024-11-01,5.90,3,928120.00,60.20,Active,Referral,0,NULL,NULL,0,0,55,54,1,7307845.76,116772.79,57272.19,3,149139.71,14,29,4,11,0,6.82,101700.02,58786.14,54,3,6
CUST001488,"Limited Liability Company",Medium,Electronics,Plateau,Jos,"2024-10-08 00:00:00",2024-10-01,12.50,79,7792162.00,38.30,Active,Website,1,"2025-01-07 00:00:00",91,21,178,118,114,4,36132030.30,162244.47,86994.79,3,311483.02,15,179,51,16,3,7.41,207499.27,88845.76,114,3,15
CUST001489,"Limited Liability Company",Micro,FMCG,Lagos,Alaba,"2024-10-20 00:00:00",2024-10-01,1.70,4,339308.00,71.80,Active,"Field Sales",0,NULL,NULL,0,0,12,11,1,82138.44,479.57,225.11,1,6844.87,15,35,7,15,0,6.37,343.07,243.31,11,1,18
CUST001490,"Registered Business Name",Medium,Electronics,Oyo,Iseyin,"2024-09-04 00:00:00",2024-09-01,5.80,61,2500000.00,26.30,Active,"Field Sales",1,"2024-12-06 00:00:00",93,15,110,199,174,25,24205475.66,105135.87,52547.09,4,126070.19,16,192,52,19,0,7.07,144089.53,56472.48,174,4,12
CUST001491,"Limited Liability Company",Micro,Pharmacy,Lagos,Alaba,"2024-09-11 00:00:00",2024-09-01,4.50,4,718624.00,80.60,Inactive,"Agent Network",0,NULL,NULL,0,0,11,10,1,331412.34,1766.33,904.24,1,30128.39,16,35,5,14,1,6.39,1274.98,904.24,10,1,96
CUST001492,"Registered Business Name",Small,"Food & Restaurant",Kaduna,Kafanchan,"2025-08-09 00:00:00",2025-08-01,3.90,17,1498542.00,84.80,Active,Referral,0,NULL,NULL,0,0,44,39,5,2852265.56,16727.36,9290.78,5,71306.64,5,18,3,4,0,5.84,19579.14,9550.80,39,5,56
CUST001493,"Registered Business Name",Small,Electronics,Lagos,Yaba,"2025-03-12 00:00:00",2025-03-01,1.00,16,717958.00,41.70,Inactive,,0,NULL,NULL,0,0,64,59,5,2320373.18,13448.18,6524.92,3,36831.32,10,37,7,4,2,6.22,12210.12,7057.87,59,3,17
CUST001494,"Sole Proprietorship",Micro,"Fuel Station",Edo,Auchi,"2025-08-19 00:00:00",2025-08-01,2.90,3,996869.00,18.00,Active,Referral,0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,3,1,0,0,6.70,0.00,0.00,0,0,110
CUST001495,"Sole Proprietorship",Small,FMCG,Enugu,Nsukka,"2024-05-06 00:00:00",2024-05-01,3.20,12,1013785.00,35.90,Active,"Field Sales",1,"2025-09-01 00:00:00",483,3,27,170,154,16,10789685.55,97408.48,54173.18,5,65790.77,20,123,30,19,0,6.70,152136.81,54972.65,154,5,18
CUST001496,"Registered Business Name",Small,Retail,Anambra,Nnewi,"2024-05-26 00:00:00",2024-05-01,9.70,11,1212615.00,30.80,Inactive,"Partner Bank",0,NULL,NULL,0,0,68,64,4,3529435.77,25175.80,13198.19,2,52678.15,20,100,27,14,0,6.78,21149.64,13471.11,64,2,13
CUST001497,"Sole Proprietorship",Small,Electronics,Rivers,"Port Harcourt","2024-05-10 00:00:00",2024-05-01,7.40,15,1143792.00,48.80,Active,"Field Sales",0,NULL,NULL,0,0,75,70,5,5191843.80,33214.34,18460.02,2,70160.05,20,106,21,15,0,6.52,30497.38,19425.08,70,2,18
CUST001498,"Sole Proprietorship",Micro,Pharmacy,Edo,"Benin City","2024-07-04 00:00:00",2024-07-01,3.60,2,579956.00,NULL,Active,"Agent Network",1,"2024-12-10 00:00:00",159,18,151,18,17,1,595697.65,2329.99,1224.82,1,35041.04,18,58,12,21,1,6.84,2331.44,1224.82,17,1,41
CUST001499,Partnership,Micro,Pharmacy,Ondo,Ondo,"2025-07-21 00:00:00",2025-07-01,6.70,2,170994.00,57.70,Active,"Field Sales",0,NULL,NULL,0,0,12,11,1,129059.24,625.76,321.25,1,10754.94,6,14,2,8,0,6.08,503.40,357.02,11,1,26
CUST001500,"Limited Liability Company",Micro,Electronics,Ondo,Ondo,"2024-08-24 00:00:00",2024-08-01,1.30,5,284750.00,62.50,Active,"Field Sales",1,"2025-08-15 00:00:00",356,6,47,32,30,2,365372.91,1998.12,1039.55,2,11417.90,17,43,8,18,0,6.13,2203.33,1039.55,30,2,8
CUST001501,"Registered Business Name",Small,"Beauty & Personal Care",Kwara,Ilorin,"2025-11-14 00:00:00",2025-11-01,2.90,7,1801337.00,86.80,Active,"Partner Bank",0,NULL,NULL,0,0,12,11,1,944631.39,5851.58,2976.66,2,85875.58,2,8,1,1,0,7.05,4673.36,2976.66,11,2,18
CUST001502,"Limited Liability Company",Micro,Pharmacy,Ogun,Sagamu,"2024-08-09 00:00:00",2024-08-01,7.80,1,427390.00,70.80,Active,"Partner Bank",1,"2025-10-26 00:00:00",443,8,76,3,3,0,42559.81,170.23,104.36,1,14186.60,17,48,9,14,1,6.06,198.65,104.36,3,1,3
CUST001503,"Sole Proprietorship",Small,"Food & Restaurant",Anambra,Onitsha,"2024-09-18 00:00:00",2024-09-01,NULL,16,809827.00,19.80,Active,"Social Media",0,NULL,NULL,0,0,111,95,16,7074804.70,62837.38,28489.15,4,66119.67,16,88,24,12,1,6.93,58877.79,31152.27,95,4,29
CUST001504,"Sole Proprietorship",Medium,Pharmacy,Ogun,"Ijebu Ode","2024-03-03 00:00:00",2024-03-01,8.50,70,5685213.00,60.90,Active,"Agent Network",0,NULL,NULL,0,0,37,34,3,7720429.57,18230.34,9675.59,1,208660.26,22,215,50,14,2,6.07,14195.36,10067.63,34,1,10
CUST001505,"Limited Liability Company",Enterprise,FMCG,Kwara,Ilorin,"2025-08-05 00:00:00",2025-08-01,3.10,293,NULL,31.00,Active,"Trade Fair",1,"2025-08-11 00:00:00",6,2,13,64,59,5,59213269.71,395577.07,192758.09,4,1003614.74,5,117,41,7,0,8.42,651039.46,255159.50,59,4,10
CUST001506,"Sole Proprietorship",Small,"Education Services",Lagos,Surulere,"2024-02-19 00:00:00",2024-02-01,6.50,7,2963372.00,72.90,Active,"Field Sales",0,NULL,NULL,0,0,114,104,10,13687491.05,88062.13,48070.64,2,127920.48,23,129,39,25,1,6.36,76552.40,48759.49,104,2,22
CUST001507,"Registered Business Name",Medium,Agriculture,Oyo,Iseyin,"2025-01-02 00:00:00",2025-01-01,1.00,40,6292845.00,72.20,Active,"Field Sales",0,NULL,NULL,0,0,14,13,1,3200019.17,22880.53,11045.93,2,246155.32,12,119,37,16,0,6.44,17342.11,11045.93,13,2,6
CUST001508,"Agent Network",Small,"Beauty & Personal Care",Ogun,Sagamu,"2024-11-19 00:00:00",2024-11-01,1.00,13,1580439.00,52.00,Inactive,Referral,0,NULL,NULL,0,0,35,35,0,1983917.75,9950.19,5067.62,2,60118.72,14,61,9,9,2,6.13,8041.12,5121.73,35,2,7
CUST001509,"Limited Liability Company",Small,Fashion,Oyo,Ibadan,"2024-12-12 00:00:00",2024-12-01,10.00,6,NULL,29.50,Inactive,,0,NULL,NULL,0,0,65,62,3,9840257.68,129036.16,66740.99,3,153754.03,13,68,17,11,2,6.60,121190.24,70052.16,62,3,7
CUST001510,"Sole Proprietorship",Micro,"Food & Restaurant",Lagos,Ikorodu,"2025-01-19 00:00:00",2025-01-01,4.10,1,403261.00,35.90,Inactive,Referral,0,NULL,NULL,0,0,37,33,4,753249.14,4719.16,2557.62,2,21521.40,12,21,2,7,2,6.31,4015.46,2557.62,33,2,19
CUST001511,"Agent Network",Micro,Agriculture,Oyo,Iseyin,"2025-10-09 00:00:00",2025-10-01,9.70,2,192896.00,32.60,Active,"Agent Network",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,0,0,0,0,0,NULL,0.00,0.00,0,0,NULL
CUST001512,"Registered Business Name",Micro,"Food & Restaurant",Kwara,Offa,"2024-01-21 00:00:00",2024-01-01,9.60,1,498180.00,40.00,Active,Website,0,NULL,NULL,0,0,63,55,8,1460712.12,5908.42,3070.71,2,23185.91,24,63,8,21,3,6.57,4972.30,3167.07,55,2,NULL
CUST001513,"Sole Proprietorship",Micro,Electronics,Anambra,Ekwulobia,"2025-03-04 00:00:00",2025-03-01,5.60,3,844676.00,54.50,Active,"Field Sales",0,NULL,NULL,0,0,26,24,2,575999.05,3695.44,1900.80,2,23039.96,10,24,4,8,0,6.36,3022.12,1924.92,24,2,NULL
CUST001514,"Limited Liability Company",Micro,Fashion,Kano,Wudil,"2025-01-08 00:00:00",2025-01-01,7.40,2,386968.00,66.10,Churned,"Field Sales",0,NULL,NULL,0,0,12,11,1,185592.38,1060.04,571.84,1,15466.03,12,30,4,8,0,5.50,832.27,590.26,11,1,26
CUST001515,"Agent Network",Micro,Agriculture,Delta,Ughelli,"2025-05-11 00:00:00",2025-05-01,5.00,1,1294517.00,60.00,Active,"Field Sales",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,3,1,0,0,4.40,0.00,0.00,0,0,197
CUST001516,"Sole Proprietorship",Small,Logistics,Ogun,"Ijebu Ode","2024-09-19 00:00:00",2024-09-01,8.00,15,1011834.00,40.20,Active,Referral,1,"2025-10-26 00:00:00",402,5,32,69,62,7,3382072.85,20638.70,10464.75,3,52031.89,16,80,23,14,0,6.08,24841.24,10636.37,62,3,38
CUST001517,"Registered Business Name",Small,FMCG,Oyo,Oyo,"2025-12-07 00:00:00",2025-12-01,16.20,10,2862812.00,53.20,Active,"Field Sales",0,NULL,NULL,0,0,0,0,0,0.00,0.00,0.00,0,NULL,1,6,2,0,0,NULL,0.00,NULL,0,0,29
CUST001518,"Registered Business Name",Enterprise,"Beauty & Personal Care",Abia,Umuahia,"2025-02-16 00:00:00",2025-02-01,2.50,92,27902976.04,17.10,Churned,"Partner Bank",0,NULL,NULL,0,0,44,43,1,41247375.15,227627.10,113706.09,2,1031184.38,10,126,41,10,1,5.99,185111.56,117905.45,43,2,13
CUST001519,"Sole Proprietorship",Micro,Wholesale,Rivers,Bonny,"2024-05-22 00:00:00",2024-05-01,4.20,3,443438.00,41.40,Active,"Agent Network",1,"2025-05-01 00:00:00",344,13,119,111,101,10,1989354.10,11404.68,5541.03,4,17922.11,20,52,10,21,3,6.95,14995.29,5877.05,101,4,23
CUST001520,"Sole Proprietorship",Micro,Electronics,Lagos,Yaba,"2024-07-20 00:00:00",2024-07-01,6.20,2,1172502.00,63.10,Inactive,"Trade Fair",0,NULL,NULL,0,0,50,45,5,2902716.87,18136.53,9186.09,2,58054.34,18,36,5,16,0,6.86,15038.61,9578.73,45,2,12
CUST001521,"Sole Proprietorship",Micro,Logistics,Anambra,Nnewi,"2025-09-17 00:00:00",2025-09-01,3.10,5,163019.00,78.50,Active,"Social Media",0,NULL,NULL,0,0,17,15,2,121751.70,701.72,334.97,3,7161.86,4,8,0,1,0,6.43,596.18,344.61,15,3,24
CUST001522,Partnership,Small,Wholesale,Ondo,Ondo,"2025-09-09 00:00:00",2025-09-01,2.50,12,2011352.00,46.70,Active,"Partner Bank",1,"2025-10-01 00:00:00",22,4,45,35,34,1,2545495.19,13306.24,7332.17,5,74867.51,4,30,8,7,0,7.03,20925.32,7561.09,34,5,30
CUST001523,"Sole Proprietorship",Medium,"Food & Restaurant",Lagos,Yaba,"2025-04-09 00:00:00",2025-04-01,1.10,57,4844798.00,37.70,Active,Referral,1,"2025-09-14 00:00:00",158,8,58,47,44,3,8706598.98,41166.72,23437.98,2,193479.98,9,119,30,13,2,7.31,49676.80,23437.98,44,2,29
CUST001524,"Sole Proprietorship",Medium,"Beauty & Personal Care",Lagos,Surulere,"2025-06-23 00:00:00",2025-06-01,5.30,48,5666243.00,52.40,Active,Website,0,NULL,NULL,0,0,62,57,5,16668698.10,83041.22,43521.53,3,273257.35,7,55,14,4,0,5.91,78946.08,45633.57,57,3,24
CUST001525,"Agent Network",Small,Retail,FCT,Gwarinpa,"2024-01-19 00:00:00",2024-01-01,1.40,10,3188619.00,52.60,Active,"Partner Bank",1,"2025-09-19 00:00:00",609,9,62,149,135,14,33501748.94,309647.96,155632.46,5,237601.06,24,151,34,19,1,6.71,684617.76,247377.69,135,5,5
CUST001526,"Sole Proprietorship",Micro,Retail,Ogun,"Ijebu Ode","2025-01-13 00:00:00",2025-01-01,11.20,4,419780.00,43.20,Active,"Partner Bank",0,NULL,NULL,0,0,47,44,3,649720.54,3525.06,1811.85,3,13823.84,12,31,4,12,1,6.87,3224.65,1863.96,44,3,44
CUST001527,"Sole Proprietorship",Micro,Retail,Plateau,Bukuru,"2024-08-06 00:00:00",2024-08-01,12.40,4,428593.00,86.40,Active,"Field Sales",0,NULL,NULL,0,0,54,44,10,1032812.40,6014.35,3052.31,2,19861.78,17,40,5,13,0,6.40,4997.17,3182.91,44,2,35
CUST001528,"Limited Liability Company",Micro,"Education Services",Rivers,Obio-Akpor,"2025-06-20 00:00:00",2025-06-01,1.60,4,162871.00,77.40,Active,"Field Sales",1,"2025-08-02 00:00:00",43,5,48,25,20,5,229253.76,868.79,407.60,3,9552.24,7,30,8,9,2,6.97,1107.19,474.07,20,3,10
CUST001529,"Sole Proprietorship",Micro,Retail,Plateau,Bukuru,"2024-02-29 00:00:00",2024-02-01,15.30,2,431191.00,70.70,Active,Referral,0,NULL,NULL,0,0,50,50,0,806747.37,3726.26,1662.71,2,16464.23,23,63,10,15,3,6.70,2735.72,1742.50,50,2,11
